review,word_count,text_length,cluster_label
চরিত্রের সিদ্ধান্তগুলো বেশ বোকামিপূর্ণ।,4,39,0
এই মুভিতে প্রকৃতির অপরূপ সৌন্দর্য ফুটিয়ে তোলা হয়েছে সত্যি খুব সুন্দর লাগলো।,12,77,2
পুরো গল্পটা ধীরে ধীরে এগিয়েছে—হঠাৎ কিছু ঘটে না।,9,48,0
পেটে লাথি মেরে হাসাবার একটা প্রচেষ্টা।,6,38,1
কি বাজে মুভি! কিভাবে বানায় এগুলা!,6,34,2
"ফিল্মের রিদম খুব ভালো ছিল। না ধীর, না দ্রুত—ঠিক মতোই এগিয়েছে।",12,61,0
"আমদানিকৃত গাঞ্জা খেয়ে পরিচালক এই ছবিটি বানিয়েছে, সিনেমার ভিতরে ছ্যাবলামি ছাড়া আর কিছুই নাই",14,93,1
ভিজ্যুয়াল টোন এবং কালার স্কিম গল্পের আবহকে সমৃদ্ধ করেছে।,9,57,1
কী ভীষণ অনুভূতিশীল একটা ছবি...কী দারুণ একটা আবহ...আর শেষে চোখ ভিজিয়ে দিয়ে যাওয়া...অসাধারণ অসাধারণ,17,100,2
চরিত্রদের অভিনয় মনে রাখার মতো।,5,31,1
আমার পছন্দের বেস্ট সিনেমা ঘর দূয়ার,6,34,2
প্রথমার্ধ একঘেয়ে এবং মনোযোগ ধরে রাখতে ব্যর্থ।,7,46,1
"সিনেমার শুরু ভালো, মাঝে একটু ফ্ল্যাট, শেষে ঠিকঠাক।",8,50,0
ন্যারেশন এত বিরক্তিকর ছিল যে মনে হয়েছে টিভি বিজ্ঞাপন চলছে।,10,59,1
"সিনেমার থিম সরল, গল্পের মূল বার্তা সহজে বোঝা যায়।",9,50,0
মুভি শেষ হলেও গল্পটা সম্পূর্ণ অসম্পূর্ণ রয়ে গেল।,8,49,0
ভিজ্যুয়াল টোন এবং কালার স্কিম পুরো সিনেমাকে আর্টিস্টিক করেছে।,9,62,1
অভিনয় আর কাহিনি দুইই ছিল দারুণ। আবার দেখব।,8,42,0
সিনেমা শেষ হলেও তেমন কোনো অনুভূতি হয়নি।,7,40,0
বাংলাদেশের সিনেমার মান কখনই এক হবে না। সারা জীবন এই ধরনের পচা গল্প নিয়ে চলতে থাকবে,16,83,2
"কোন কাহিনীই তো নাই ,ফালতু মুভি,",6,31,2
"দারুণ ছবি। এ,টিএম,শামসুজ্জামান সেরাদের সেরা",7,43,1
গল্পের প্রথম অংশ দর্শককে ধরে রাখতে ব্যর্থ।,7,42,0
অনেক বেশি সুন্দর হৈয়েছে শাকিব শাপনুর এই মুবিটা,8,47,1
"চরিত্রের বিকাশ খুব গভীর নয়, তবে প্রয়োজনীয় পর্যায়ে পৌঁছেছে।",9,62,0
"সিনেমার আবেগীয় অংশগুলো মাঝারি মানের—না খুব টানছে, না খুব দুর্বল।",11,65,0
জসিমের লটারি এর বেপার টা ক্রিঞ্জ অনেক,7,37,1
"নায়ক-নায়িকার সম্পর্ক স্বাভাবিক, অতিরিক্ত নাটকীয় নয়।",7,55,0
"সংলাপ স্বাভাবিক, বাস্তবসম্মত, খুব নাটকীয় নয়।",6,46,0
অনেক আগে দেখছিলাম ছবিটি আজকে আবার দেখলাম অসাধারণ ছবি,9,52,2
"সিনেমাটি নিছক বিনোদন নয়, গভীর চিন্তাও নয়।",7,43,0
সিনেমা দেখে একটা মাঝামাঝি অনুভব হয়েছে।,6,39,2
অভিনেতাদের অভিনয় কৃত্রিম।,3,26,1
কাহিনী পুরনো ধরনের হলেও মানানসই ছিল।,6,36,0
"সিনেমার প্রেক্ষাপট সাধারণ ছিল, চোখে পড়ার মতো কিছু না।",9,53,0
"ক্লাইম্যাক্সটা অসাধারণ ছিল, সত্যি চমকে উঠেছি।",6,45,1
মনপুরা এই মুভিটি আমার জীবনে দেখা সেরা মুভি,8,42,2
"এই ছবি নিয়ে কোন কথা হবে না, সালমান শাহ ও শাবনূর বিশ্বের সবচেয়ে সেরা জুটি। সালমান শাহর সিনেমা দেখে চোখে জল এসে যায়",23,116,2
"দারুণ,,,,পরিবারে একসঙ্গে দেখার জন্য নিখুঁত সিনেমা",7,49,2
ছবির কথা যেমন শুনেছি তেমন নয়।,6,30,2
"আবহ সংগীত ভালই ছিল, তবে বেশি মনোযোগ কাড়ে না।",9,44,0
অনেক পুরনো ছবি তবে যখনই দেখতে ইচ্ছে হয় তখনই দেখা শুরু করি। ছবি গুলো দেখলে পুরনো স্মৃতি মনে পড়ে যায়,20,101,2
"পরপর অপ্রয়োজনীয় সাবপ্লট যোগ করা হয়েছে, যা সিনেমাকে লম্বা এবং বিরক্তিকর করেছে।",12,80,1
"হিরো এবং হিরোইনের মধ্যে কেমিস্ট্রি আছে, কিন্তু অতিরিক্ত নাটকীয়তা নেই।",10,70,0
"অ্যাকশন দৃশ্য সীমিত, গল্পের সাথে মানানসই।",6,41,0
সিনেমার মুড পুরোটা সময় স্থির থাকে।,6,35,0
শেষ হয়ে ও যেন শেষ হল না,7,23,1
"প্রিয় ছবি, প্রিয় সব গান।বহুবার দেখেছি এখনো দেখি",9,47,2
অনেক দিন মুভি দেখিনি। এই মুভিটা দেখে মন ভরে গেল,10,47,2
সিনেমার ব্যাকগ্রাউন্ড সাউন্ড খুব উঁচু বা নিচু ছিল না।,9,53,0
গল্পে ধারাবাহিকতার স্পষ্ট অভাব।,4,31,0
ফলাফল মহান হয়েছে.,3,18,2
সিনেমা দেখে মনে হয়েছে কিছু সময় সত্যিই অন্য জগতে ছিলাম। একটি সুন্দর অনুভূতি দেয় এমন অসাধারণ মুভি। আবারও দেখার ইচ্ছা হচ্ছে।,21,124,2
সিনেমাটা মাঝে মাঝে টেলিফিল্মের মতো মনে হয়েছে।,7,46,0
"সিনেমার শুরুটা ভালো, শেষটা একটু তাড়াহুড়ো মনে হয়েছে।",8,51,0
অভিনেতাদের এক্সপ্রেশন কৃত্রিম এবং অসামঞ্জস্যপূর্ণ।,5,50,1
"মুভির পোস্টার দেখে যেমনটা ভেবেছিলাম, তেমনই ছিল।",7,47,2
"এই ছবি গুলো আমাদের নস্টালজিয়া , এখনো দেখতে ভালো লাগে , কতো পুরোনো স্মৃতি মনে পড়ে যায়",15,87,2
"সিনেমার কোন চরিত্রই প্রাধান্য পায়নি, সবাই সমানভাবে দেখানো হয়েছে।",9,64,0
প্রথম মিনিট একটু ধীর মনে হলেও পরে ঠিক লেগেছে।,9,45,0
এগুলাই কিছুটা অসামাজিক,3,22,1
"হাসি, কান্না, আবেগ সবই ছিল। একদম পারফেক্ট প্যাকেজ।",8,50,1
সিনেমার ভিজ্যুয়াল এফেক্টস চমৎকার।,4,34,0
"ইমোশনাল সিনগুলো ঠিকঠাক ছিল, তবে কৌতুকভাগ দুর্বল।",7,48,0
অপু একটা মুটকী,3,14,1
এত সুন্দর লোকেশন ব্যবহার—দেখে মুগ্ধ হয়েছি।,7,42,1
কতবার দেখেছি তা বলতে পারব না কারণ প্রতিদিন সময় থাকলে সালমান শাহর সিনেমাটা একবার হলেও দেখতে পারি।,17,97,2
"গল্পের থিম পরিষ্কার, তবে বিশেষ চমক নেই। অভিনয় ঠিকঠাক।",9,54,0
একটি দৃশ্য অপ্রয়োজনীয় ছিল না. সবকিছু খুব সুন্দরভাবে সাজানো ছিল.,10,65,1
ফ্লপ কি এমনি এম্নেই হইসে,5,24,1
"সিনেমায় কোনো কনফিউশন ছিল না, আবার খুব বেশি ক্লিয়ারও না।",10,55,0
"মুভির থিম স্পষ্ট ছিল, উপস্থাপন কিছুটা ম্যাড়ম্যাড়ে।",7,50,0
"গল্পের প্রভাব হালকা এবং সীমিত, দর্শক সহজেই বুঝতে পারে।",9,54,0
একটি খুব বাজে মুভি দেখলাম ।এই রকম মুভি আরও বানালে বাংলা সিনেমা রসাতলে যাবে ।কেউ আর মুভি দেখবে না,19,96,2
রাইমা সেনের মাঝে আরেক সুচিত্রা সেনকে দেখলাম। খুব ভালো লেগেছে। জুনিয়র সুচিত্রাসেন আরো অনেক অনেক ভালো ভালো কাজ করুক এই প্রত্যাশা রইলো।,22,132,1
গল্পের ছোট ছোট আবেগপূর্ণ দৃশ্যগুলো অসাধারণভাবে ফুটে উঠেছে।,8,58,0
সিনেমার গানগুলো অসাধারন এবং এনদু কিশোর সারার কন্ঠ আরো ভালো লেগেছে,11,65,1
পুরো মুভি ইন্ডাস্ট্রিকে এরা ধ্বংস করে দিচ্ছে,7,44,2
লাইকের থেকে উনলাইকই বেশি। খুব ই হাস্যকর।,7,40,1
"সিনেমার পটভূমি সাদামাটা ছিল, আলাদা কিছু না।",7,43,0
ভালো লাগলো না। একদমই ভালো লাগে নাই,7,34,1
সিনেমার গতি খুব সুন্দর।,4,23,2
"সিনেমার শেষ দৃশ্য সহজ, স্পষ্ট এবং বোঝা যায়।",8,44,0
অসাধারণ এক বাবা আর মেয়ের গল্প,6,30,1
একটি হস্ত শিল্প এর ধারা কেমন মুভি আশা করা যায়?,10,47,1
যতবারই দেখি না কেন ছবির নতুন লাগে অসাধারণ ফিল্ম,9,47,2
হিরো-হিরোইনের কেমিস্ট্রি এক কথায় আগুন! অনেকদিন পর সুন্দর একটা বাংলা সিনেমা দেখলাম।,13,82,1
সংলাপ প্রায়শই ক্লিশে।,3,22,1
"ডায়লগে অতিরিক্ত আবেগ ছিল না, সেটাই ভালো লেগেছে।",8,48,1
"সিনেমার গল্প একটি লাইন ধরে চলেছে, ছন্দপতন ছিল না।",9,49,0
ভালো লেগেছে কলকাতা থেকে বলসি,5,28,1
ক্লাইম্যাক্স হঠাৎ করেই শেষ হয়ে গেল।,6,36,1
সিনেমায় অভিনয় ভালো লেগেছে মায়ের গান অসাধারণ ছিল,8,50,2
গল্প বোঝার জন্য বেশি ভাবতে হয় না।,7,33,0
জ্যান্ত লাশ মুভি,3,16,1
সিনেমার আবহ ও সাউন্ড ডিজাইন পুরো অভিজ্ঞতাকে সমৃদ্ধ করেছে।,9,57,0
ডিপজল কাকু পুরাই আগুন,4,21,1
কিছু গুরুত্বপূর্ণ মুহূর্ত এত দ্রুত দেখানো হয়েছে যে কোনো আবেগই তৈরি হয় না।,13,75,0
রোমান্সের দৃশ্যগুলো খুবই জোর করে ঢোকানো মনে হয়েছে।,8,51,1
"কাহিনী, চিত্রনাট্য, সবার অসাধারণ অভিনয়, অসাধারণ সব গান, এবং ড্যান্সিং কুংফুর জন্য ভণ্ড ছবিটি সুপার হিট হয়েছিল। এ্যাকশন এবং রোমন্টিকতা উভয় ক্ষেত্রে বাংলাদেশের অন্যতম সেরা ব্যবসাসফল ছবির একটি হচ্ছে ভণ্ড।",30,201,1
"বাংলাদেশের সেরা সিনেমার সেরা গান, বেদের মে জোসনা, বাংলাদেশের সেরা সিনেমা, এক নম্বর মুভি, কোন মুভির বিভিন্ন দিক দিয়ে রেকর্ড এই মুভির রেকর্ড কেউ ভাঙতে পারবে না, এক নম্বর মুভি বেদের মে।",32,183,2
লোকেশনগুলো খুব সুন্দর ছিল।,4,26,0
এত সুন্দর সিনেমা হবে ভাবিনি। পরিবারের সবাইকে নিয়ে দেখা যায় এমন সুন্দর একটা ফিল্ম।,14,81,2
চলচিত্ত ধংস মুল কারন সেন্সর বোড,6,31,1
আমার প্রিয় একটা মুভি। জীবনের প্রথম এই মুভি দেখে আমার চোখ দিয়ে পানি আসল,14,70,2
সিনেমার ভিজ্যুয়াল এফেক্টস বাজে এবং অপ্রফেশনাল।,6,47,0
"বুঝার মতো একটা মুভি, অসাধারণ অভিনয় সবমিলিয়ে অনেক সুন্দর।",9,56,2
একে তো বস্তা পচা কাহিনী তার ওপর জায়েদ খান নায়ক,10,48,1
"কোনো দৃশ্য অতিরিক্ত লম্বা মনে হয়নি, আবার খুব ছোটও না।",10,54,0
"চরিত্রগুলো কী চায়, কেন চায়—একদমই বোঝা যায় না।",9,48,0
"সিনেমার অনেক কিছুই ঠিকঠাক, কিন্তু কিছুই অসাধারণ না।",8,51,0
সত্যি সিনেমাটা খুব ভালো লাগলো অনেক শান্তি পেলাম সিনেমাটা দেখে,10,61,2
না তেমন কোন কিছুই ভালো হায়নি।,6,29,1
আবেগী দৃশ্যগুলো খুব ভালোভাবে করা।,5,33,1
রসগোল্লা পর্যন্ত দেখে মনে হবে পুরো সিনেমা টা দেখি । কিন্তু দেখার পর বুঝলাম ফালতু একটা মুভি দেখে সময় নষ্ট করলাম । খুবই নিম্ন মানের মুভি ।,24,137,2
"সিনেমার সংলাপগুলো খুবই মোলায়েম এবং অর্থবহ। প্রতিটি লাইনে যেন একটা আলাদা গভীরতা আছে, যা গল্পে নতুন মাত্রা যোগ করে।",19,113,0
"কিছু দৃশ্য খুব ভালো, কিছু দৃশ্য অপ্রয়োজনীয়।",7,43,0
সিনেমার প্রাকৃতিক দৃশ্যের ব্যবহার গল্পকে আরও মনোমুগ্ধকর করেছে।,8,62,0
"অসাধারণ ছিলো মুভিটা, সাবনুরের মুভি সত্যিই অনেক ভালো লাগে",9,56,2
ভিজ্যুয়াল এফেক্টস অসাধারণ।,3,27,1
সিনেমার ব্যাকগ্রাউন্ড মিউজিক কিছু দৃশ্যে ভালো লেগেছে।,7,53,0
"সিনেমার পরিচালক কোনো অডিট করেননি, হেঁটেছেন নিরাপদ পথে।",8,54,0
সিনেমার মধ্যে কোনো বিশেষ চিত্রনাট্য কৌশল প্রয়োগ হয়নি।,8,53,0
কি দারুন সিনেমাটা,3,17,2
"চলচ্চিত্র তে অভিনয় করো কিন্তু মুখের ভাষাটা পরিবর্তন করো,চালার ভাষা টা মুখে যা আসবে তাই বলবে",17,92,1
"থ্রিলার বা সাসপেন্স সীমিত, গল্প ধরে রাখে।",7,41,0
মুভিতে এমন অনেক চরিত্র ছিল না যা আমার পছন্দ হয়েছে।,10,51,0
বাংলাদেশের মুভি কখনো সেইভাবে দেখা হয়নি।কিন্তু এই মুভিটা ভালোই লেগেছে।,11,69,2
মাঝে মাঝে আনান্তার হাসিটা দেখে নিজের হাসি আটকাতে পারছি না।,10,58,1
"সিনেমার গল্প সাধারণ, কিন্তু মাঝের অংশে কিছুটা মনোযোগ ধরে রাখে। অভিনয় ঠিক আছে, মিউজিক গল্পের সঙ্গে মানানসই।",17,107,0
সিনেমার অনুভব একদম মাঝারি।,4,26,0
"একদম মন প্রাণ জুড়ানো একটি মুভি,",6,32,2
অভিনয় দক্ষতা নেই বললেই চলে,5,26,1
"হিউমারের চেষ্টা করা হয়েছে, কিন্তু কোনো অংশই মজার নয়।",9,54,1
এত বাজে সিনেমা লোকে পয়সা খরচ করে দেখবে কেনো,9,43,2
ছোট ছোট মুহূর্তগুলোও প্রভাব ফেলতে ব্যর্থ।,6,41,0
সিনেমার মিউজিক একেবারে চমৎকার।,4,30,2
"সিনেমাটির থিম প্রশংসনীয়, কিন্তু বাস্তবায়নে সমস্যা ছিল।",7,55,0
ব্যাকগ্রাউন্ড মিউজিক এত জোরে যে সংলাপ শোনা যায় না ঠিকমতো।,10,58,0
সংলাপগুলো অনেকটা বাহ্যিক এবং অপ্রাকৃতিক মনে হয়েছে।,7,51,0
ভিএফএক্স কম ব্যবহার করা হয়েছে—যা আছে তা ঠিক আছে।,10,49,1
স্ক্রিপ্ট এত দুর্বল যে ভালো অভিনয়ও বাঁচাতে পারেনি।,8,51,1
"ভিজ্যুয়াল ভালো, কিন্তু চমকপ্রদ কিছু নেই।",6,41,1
ফালতু নায়ক নায়িকা,3,19,1
সংলাপগুলো প্রায়শই ক্লিশে।,3,26,1
ক্লাইম্যাক্স বিভাগ দর্শকদের আবেগের শিখরে নিয়ে আসে।,7,51,1
"মুভিটির প্রবাহ রুক্ষ, চরিত্রের বিকাশ সীমিত। সংলাপগুলি গড়, নির্মাণ এবং ভিজ্যুয়ালগুলি চমৎকার। মিউজিক গল্পের সাথে মানানসই। অবশ্যই দেখতে হবে।",19,139,0
পরিচালকের ভাবনা স্পষ্ট ছিল। প্রতিটি দৃশ্যে তার সৃজনশীলতার ছোঁয়া দেখা গেছে। সিনেমাটি খুবই পরিপাটি।,14,98,0
ওম নাচতে পারে ভালো,4,18,1
"সিনেমার স্কোর খুব বেশি না, আবার কমও না।",8,39,0
"পুরো সিনেমা জুড়ে খুব বেশি আবেগ ছিল না, এবং ঠিক নিস্তেজ ছিল না।",13,63,0
"সিনেমার দৃশ্যপট পরিচিত, চোখে নতুনত্ব ধরা পড়েনি।",7,47,0
সিনেমা যত এগিয়েছে ততই মনে হয়েছে এটি তাড়াহুড়ো করে বানানো।,10,60,1
সত্যিই চোখে পানি চলে আসল আগের মুভি গুলো কতই না সুন্দর ছিল,12,57,2
এই ছবি দেখে সালমান শাহকে আজও ভুলতে পারিনি,8,41,2
"গল্পে শুরু থেকে শেষ পর্যন্ত একই গতি বজায় ছিল, উত্তেজনা কম ছিল।",12,62,0
মদন মুভি। কে দেখে,4,17,1
"বেশ ভালো লাগলো, সুন্দর অভিনয় করেছেন সবাই, গল্পটি ও সুন্দর।",10,59,0
সিনেমার লাইটিং এবং সেট ডিজাইন অস্পষ্ট এবং গল্পের আবহের সাথে মানায়নি।,11,69,0
"সিনেমার প্রতিটি চরিত্রই তার কাজ করেছে, কেউ আলাদা হয়ে ওঠেনি।",10,59,0
এভারেজ হয়েছে কাজ টা।পরিচালক কে একটা কথায় বলবো আপনার প্রথম কাজ হিসেবে মোটামুটি হইছে তবে আপনার ছ টা বেশিই হয়েছে।ডাবিং ন্যাচারাল রাখুন কাজ সুন্দর হবে।,27,147,1
"শেষ পর্যন্ত মনে হয়েছে—এটা সিনেমা না, বরং একটি বড় ভুল সিদ্ধান্ত।",12,65,2
"এই ছবিটি আমার খুব প্রিয়, কারণ ছবিটি দেখতে গিয়ে আমি অনেক কষ্ট পেয়েছি, হলটি অনেক দূরে, আমরা সেখানে যেতাম, হাঁটতাম, আবার হাঁটতাম এবং অর্থের অভাবে ফিরে আসতাম।",27,157,2
"সিনেমার পেস নিয়ন্ত্রিত, খুব দ্রুত বা ধীর নয়, দর্শক সহজে গল্পের ফ্লো অনুসরণ করতে পারে।",15,87,0
সিনেমার সেট ডিজাইন সাধারণ ও অপ্রফেশনাল।,6,39,0
সিনেমা একেবারে পরিবার-বান্ধব।,4,29,2
নায়িকাকে সুন্দর লাগে না,4,24,1
সাউন্ডট্র্যাক মনে হয়েছে খুবই এলোমেলোভাবে বসানো।,6,48,1
"টেকনিক্যাল দিক দিয়ে মুভিটা ঠিকঠাক—না খুব ভালো, না খুব খারাপ।",11,60,0
"হিরোর প্রতিটি দৃশ্যে অতিরিক্ত গুরুত্ব দেওয়া হয়েছে, যা গল্পকে অসমান করে ফেলেছে।",12,80,0
"ছোট ছোট কনফ্লিক্ট সহজভাবে সমাধান করা হয়েছে, দর্শক বোঝার জন্য সুবিধাজনক।",11,72,1
এই জেনারেশন যদি এইসব ছবি দেখে তাহলে মায়ের প্রতি তাদের শ্রদ্ধা এবং ভালোবাসা বেড়ে যাবে,15,84,2
বাবার উপার্জন না থাকলে ছেলে বাবার বাকীর খাতা বন্ধ করে দেয় হায়রে সন্তান এমন সিনেমা এখন আর হয়না,18,93,1
সিনেমার অ্যাকশন দৃশ্য চোখ ধাঁধাঁয়ানো।,5,38,1
"কিছু সংলাপ ভালো লেগেছে, কিছুটা আবার অপ্রয়োজনীয় লেগেছে।",8,56,0
"সিনেমার ভিজ্যুয়াল ঠিক আছে, কিছু দৃশ্য ভালো মানের।",8,50,0
এগুলা একটা সিনেমা হল,4,20,2
ফালতু মনে হইছে।,3,15,1
সিনেমার আবহ বা পেস স্থিরতা দেয়।,6,32,1
"ছবিটা শেষে গিয়ে অনেক মজা লাগল, বুঝতে পারছি অহংকারের সাজা,",10,57,1
আহারে কি অভিনয় না হেসে যাবে কয়,7,30,1
সিনেমা শেষ হওয়ার পর বিশেষ কোনো অনুভূতি হয়নি।,8,44,0
চরিত্রদের আবেগ বোঝা গেলেও খুব গভীর ছিল না।,8,42,0
গল্পটা পুরানো হলেও উপস্থাপন ঠিক ছিল।,6,36,0
আজ লাইভ পারফরম্যান্স দেখলাম,4,27,2
প্রোডাকশন কোয়ালিটি খুব ভাল।,4,27,0
সিনেমার ক্লাইম্যাক্স কোনো আবেগ তৈরি করতে পারেনি।,7,48,0
নেকা নায়ক ওমর সানি,4,18,1
"সিনেমা দেখার সময় কোনো বিরক্তি নেই, অতিরিক্ত উত্তেজনাও নয়।",9,59,0
কি ছবি নায়ক আর নায়িকা মনে হয় মা আর ছেলে,10,42,1
"মুভির প্রবাহ ধীর অনুভূত হয়েছে, বিশেষ করে মাঝখানের অংশে। চরিত্রের বিকাশ সীমিত, নির্মাণ ঠিক আছে। সঙ্গীত গল্পের সাথে মানানসই। সংলাপ সহজ।",21,134,0
"অসাধারণ একটি মুভি। শাবানা, আলমগীর জুটি অসাধারণ",7,46,2
আমি জিস্ট নিতে পারলাম না ছবি টা,7,31,2
এই ছবির রেকর্ড এখনও কেউ ভাঙতে পারেনি আগামীতে পারবেও না,10,54,1
একটা ডায়লগ যে আমি পড়াশোনার জন্য চলে গেছিলাম ভাইয়াকে লাইক করি না এরকম একটা ডায়লগ চিল্লায় ছিছিছি ভাড়া করা দর্শক আনছে।,21,121,1
সিনেমায় বিশেষ কোনো বার্তা ছিল না।,6,34,0
"থ্রিল বা একশন তেমন ছিল না, তবুও বিরক্তি লাগেনি।",9,47,1
"সিনেমা শেষে কোনো আবেগ জাগেনি, তবে বিরক্তিও হয়নি।",8,48,0
সমস্ত চরিত্রই মনে লেগে থাকবে।,5,29,0
বাংলা সিনেমার জগতে এরকম ছবি আর জীবনে হবে না আমি মনে করি খুব সুন্দর অভিনয় মন ছুয়ে যাওয়ার মত,19,93,2
"এটা এতো বাজে মুভি,,, সি সি",6,27,1
"শেষে চোখে পানি চলে এলো, সত্যিই অসাধারণ একটি মুভি",9,48,2
এক কথায় নিখুঁত ছবি,4,19,1
ছবিগুলো দেখলে মনে হবে সত্যিকারের সংসার।আপনি মৌসুমীর সব ছবির সাথে সুন্দর ছবি দেখতে পারেন।সব ছবিই সামাজিক।,18,104,2
মোড়চুয়ানো অংশগুলো হতাশাজনক।,3,28,1
মুভির জগৎ যথেষ্ট বাস্তবসম্মত।,4,29,0
গল্পটি আকর্ষণীয় ভাবে শুরু হলেও খুব দ্রুতই বিরক্তিকর হয়ে যায়।,10,63,0
রোমান্টিক দৃশ্যগুলি খুব সুন্দর ছিল৷ এটি অতিরিক্ত না করে খুব সূক্ষ্মভাবে দেখানো হয়েছে৷,13,86,0
আপনি যদি ইন্দোনেশিয়ান হরর সিনেমার ভক্ত হন তবে এটি অবশ্যই দেখা উচিত,12,67,1
খুবই সুন্দর ও আবেগময় গল্প।,5,26,0
সন্তান যখন শত্রু আমার দেখা সেরা ছবিগুলোর একটি।,8,46,2
"ছবিটা বাংলাদেশের চলচ্চিত্রের জন্য অভিশাপ,",5,41,1
সিনেমার মাঝে মাঝে সংলাপ একটু বেশি মনে হয়েছে।,8,45,0
মুভির সেট ডিজাইন খুবই সাধারণ এবং গল্পের সাথে মানানসই নয়।,10,57,0
"মিউজিক বা ভিজ্যুয়াল চোখ ধাঁধানো ছিল, হ্যাঁ। কিন্তু আসল বিস্ময় ছিল সংলাপগুলোতে — শুধু কথার বিনিময় নয়, বরং চরিত্রগুলোর মনস্তরঙ্গ এমনভাবে ফুটেছিল যে — একেকটা লাইন মনে রয়ে যাবে অনেক দিন।",29,184,0
মুভিতে খুব বেশি স্লো-মোশন ব্যবহার নেই।,7,38,0
আবেগঘন দৃশ্যগুলো খুব ভালোভাবে করা হয়েছে।,6,41,0
দেব দার এই ছবিতে আমি তেমন কোনো কাহিনি খুঁজে পেলাম না।,11,53,2
"সিনেমার মূল সমস্যা ছিল ধীর গতি, তবে সহনীয় ছিল।",9,47,0
"অভিনয়শিল্পীরা যেভাবে চরিত্রগুলো ফুটিয়ে তুলেছেন তা অসাধারণ। বিশেষ করে প্রধান চরিত্রদের অভিনয় দেখার মতো ছিল—তাদের কেমিস্ট্রি, আবেগ, এবং প্রকাশভঙ্গি সবকিছু খুব স্বাভাবিক এবং বাস্তব মনে হয়েছে।",27,188,0
মানে কি আর বলবো! পরিচালক কি পাগল নাকি,8,37,1
শুরু থেকেই কাহিনি ঘোলাটে,4,24,1
"দুর্দান্ত এবং হৃদয়গ্রাহী ছবি, দেখতে খুব ভাল লাগল।",8,50,2
এরকম ন্যাকা নায়ক আমি কোথাও দেখি নাই,7,35,1
সিনেমা টি ভালো লাগলো,4,21,2
যত বার দেখি ততই ভালো লাগে,6,25,1
কল্পনাটা ছিলো...উদ্ভট,3,21,1
আমাদের দেশের পরিচালক দের বুদ্দি আছে মানতে হবে,8,45,1
"ডিরেক্টরের মেসেজ ভালো ছিল, তবে রূপায়ণ দুর্বল।",7,45,0
বুবলি আর মাহিয়া মাহি তাদের ছবির ছেয়ে অনেক অনেক সুন্দর হইছে ববির এই ছবি,14,70,1
সিনেমার সংলাপ খুব প্রাঞ্জল ও প্রাণবন্ত।,6,39,0
এগুলা কি দেখলাম ভাই।।।,4,22,1
মুভির শট ট্রানজিশনগুলো খুব স্মুথ এবং চোখে আরামদায়ক,8,51,1
"সিনেমার গল্প একরৈখিক, কোনো পাশপথ ছিল না।",7,40,0
সিনেমার থিম শিক্ষণীয় ও প্রেরণামূলক।,5,36,0
সত্যিই খুব হাস্যকর হাসতে হাসতে আমার পেটে ব্যাথা ধরে গেছে,10,56,1
"সিনেমার ব্যাকগ্রাউন্ড সাউন্ড খুব সহজ ছিল, তেমন দাগ কাটেনি।",9,58,0
ভালোবাসার অসাধারন দৃস্টান্ত দেখা গেল এই মুভিটাতে,7,48,2
"আবেগের জায়গাগুলো ঠিকঠাক, খুব শক্তিশালী নয়।",6,43,0
অনেক সুন্দর বিন্দাস ছবিটা,4,25,2
সিনেমার শেষ দৃশ্য দর্শককে সন্তুষ্টি দেয়নি।,6,43,0
ক্লাইম্যাক্স এমনভাবে শেষ হয়েছে যেন নির্মাতা সময় ফুরিয়ে যাওয়ায় তাড়াতাড়ি শেষ করেছেন।,12,89,1
সেই ছোট বেলায় দেখছি পরিবারের সবাই একসাথে ঢাকা এশিয়া সিনেমা হলে আজ আবার দেখলাম মনে হলো আমি এখন আবার ছোট বেলায় আছি অনেক সুন্দর একটা মুভির অসাধারণ আগের মতই আর এখন মুভির হয় না,34,175,2
মনে হচ্ছে এই মুভির নকল অন্য কোন মুভি আছে আর সেটা আমি দেখেছি,13,59,2
সিনেমার ক্লাইম্যাক্স একটু সাদামাটা।,4,35,0
সিনেমার কালার টোন ও ক্যামেরা অ্যাঙ্গেল ভালো ছিল।,8,48,0
এ ধরনের সিনেমা দেখতে খুব ভালো লাগে।,7,35,2
"মুভিটি দেখার পর আমার খুব ভালো লেগেছে। গল্পটি সহজ, পরিষ্কার এবং অভিনয় খুবই স্বাভাবিক। পুরো সময় কোনো একঘেয়েমি ছিল না।",20,118,0
আসলেই ছবিটা অসাধারন,3,19,2
"সিনেমার শুরু বা শেষের কোনো হঠাৎ চমক নেই, সব কিছু নিয়মিত এবং স্বাভাবিকভাবে এগিয়েছে।",14,84,0
বুবলিকে দেখতে পুরাই পুতুল লাগে,5,30,1
"সংলাপগুলো বাস্তবসম্মত এবং সহজবোধ্য, অতিরিক্ত নাটকীয় বা কৃত্রিম নয়, ফলে দর্শক চরিত্র ও গল্পের সঙ্গে সহজে মানিয়ে নিতে পারে।",19,124,0
সিনেমার অনেকে দৃশ্য এত লম্বা করা হয়েছে যে চোখ ক্লান্ত হয়ে যায়।,12,65,2
সিনেমার রঙের ব্যবহার সাধারণ।,4,28,0
"অসাধারণ, প্রত্যেকের অভিনয় সুন্দর, আর জয়া ম্যামের বড় অনুরাগী হয়ে উঠছি দিনে দিনে",13,78,1
